"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1625762743,0,0,0,0,0,4709,11178,9553,22377,4689,11132,9513,22284,20,46,40,93
1625762744,0,0,0,0,0,4724,11214,9583,22449,4709,11178,9553,22377,15,36,30,72
1625762745,0,0,0,0,0,4744,11262,9623,22545,4724,11214,9583,22449,20,48,40,96
1625762746,0,0,0,0,0,4764,11310,9663,22641,4744,11262,9623,22545,20,48,40,96
1625762747,0,0,0,0,0,4779,11346,9693,22713,4764,11310,9663,22641,15,36,30,72
1625762748,0,0,0,0,0,4799,11394,9733,22809,4779,11346,9693,22713,20,48,40,96
1625762749,0,0,0,0,0,4814,11430,9763,22881,4799,11394,9733,22809,15,36,30,72
1625762750,0,0,0,0,0,4834,11477,9803,22975,4814,11430,9763,22881,20,47,40,94
1625762751,0,0,0,0,0,4854,11524,9843,23070,4834,11477,9803,22975,20,47,40,95
1625762752,0,0,0,0,0,4869,11560,9873,23142,4854,11524,9843,23070,15,36,30,72
1625762753,0,0,0,0,0,4889,11608,9913,23238,4869,11560,9873,23142,20,48,40,96
1625762754,0,0,0,0,0,4904,11644,9943,23310,4889,11608,9913,23238,15,36,30,72
1625762755,0,0,0,0,0,4924,11691,9983,23404,4904,11644,9943,23310,20,47,40,94
1625762756,0,0,0,0,0,4944,11737,10023,23496,4924,11691,9983,23404,20,46,40,92
1625762757,0,0,0,0,0,4958,11773,10051,23568,4944,11737,10023,23496,14,36,28,72
1625762758,0,0,0,0,0,4978,11821,10091,23664,4958,11773,10051,23568,20,48,40,96
1625762759,0,0,0,0,0,4997,11865,10129,23753,4978,11821,10091,23664,19,44,38,89
1625762760,0,0,0,0,0,5012,11901,10159,23825,4997,11865,10129,23753,15,36,30,72
1625762761,0,0,0,0,0,5032,11949,10199,23921,5012,11901,10159,23825,20,48,40,96
1625762762,0,0,0,0,0,5052,11997,10239,24017,5032,11949,10199,23921,20,48,40,96
1625762763,0,0,0,0,0,5067,12033,10269,24089,5052,11997,10239,24017,15,36,30,72
1625762764,0,0,0,0,0,5087,12081,10309,24185,5067,12033,10269,24089,20,48,40,96
1625762765,0,0,0,0,0,5102,12117,10339,24257,5087,12081,10309,24185,15,36,30,72
1625762766,0,0,0,0,0,5122,12164,10379,24351,5102,12117,10339,24257,20,47,40,94
