"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1621899558,0,0,0,0,0,5906,11519,12433,23054,5889,11470,12398,22956,17,49,35,98
1621899559,0,0,0,0,0,5914,11564,12485,23144,5906,11519,12433,23054,8,45,52,90
1621899560,0,0,0,0,0,5925,11600,12511,23216,5914,11564,12485,23144,11,36,26,72
1621899561,0,0,0,0,0,5952,11637,12565,23290,5925,11600,12511,23216,27,37,54,74
1621899562,0,0,0,0,0,5978,11695,12617,23406,5952,11637,12565,23290,26,58,52,116
1621899563,0,0,0,0,0,5997,11729,12655,23474,5978,11695,12617,23406,19,34,38,68
1621899564,0,0,0,0,0,6022,11774,12705,23564,5997,11729,12655,23474,25,45,50,90
1621899565,0,0,0,0,0,6047,11819,12755,23654,6022,11774,12705,23564,25,45,50,90
1621899566,0,0,0,0,0,6074,11867,12809,23750,6047,11819,12755,23654,27,48,54,96
1621899567,0,0,0,0,0,6093,11901,12847,23818,6074,11867,12809,23750,19,34,38,68
1621899568,0,0,0,0,0,6120,11949,12901,23914,6093,11901,12847,23818,27,48,54,96
1621899569,0,0,0,0,0,6146,11996,12953,24008,6120,11949,12901,23914,26,47,52,94
1621899570,0,0,0,0,0,6165,12030,12991,24076,6146,11996,12953,24008,19,34,38,68
1621899571,0,0,0,0,0,6171,12076,13051,24168,6165,12030,12991,24076,6,46,60,92
1621899572,0,0,0,0,0,6188,12122,13067,24260,6171,12076,13051,24168,17,46,16,92
1621899573,0,1,0,0,0,6220,12168,13131,24352,6188,12122,13067,24260,32,46,64,92
1621899574,0,0,0,0,0,6244,12203,13179,24422,6220,12168,13131,24352,24,35,48,70
1621899575,0,0,0,0,0,6276,12248,13243,24512,6244,12203,13179,24422,32,45,64,90
